	CS1-bacterial	CS2-bacterial	CS3-bacterial	FS1-bacterial	FS2-bacterial	FS3-bacterial	SC1-bacterial	SC2-bacterial	SC3-bacterial	WS1-bacterial	WS2-bacterial	WS3-bacterial
ASV_3845	18	11	19	0	15	9	0	0	0	24	18	0
ASV_3846	17	0	20	0	0	0	0	0	0	29	25	23
ASV_3847	17	7	14	14	16	21	0	0	0	2	0	23
ASV_3848	16	17	19	0	0	0	0	0	0	23	15	24
ASV_3849	15	15	17	0	0	0	0	0	0	28	11	28
ASV_3850	14	8	20	0	0	0	11	0	0	20	17	24
ASV_3851	12	11	26	0	0	0	0	0	0	21	29	15
ASV_3852	10	0	24	0	0	0	0	63	0	17	0	0
ASV_3853	10	7	22	0	0	0	0	11	0	25	19	20
ASV_3854	10	8	12	0	0	5	12	0	7	23	23	14
ASV_3855	9	11	20	10	3	0	12	12	3	10	11	13
ASV_3856	0	9	22	0	0	0	0	13	0	19	26	25
ASV_3857	0	6	9	24	59	8	0	4	0	0	4	0
ASV_3858	0	1	9	24	13	0	15	38	13	0	1	0
ASV_3859	0	0	27	0	0	0	0	0	0	31	30	26
ASV_3860	0	0	24	0	0	0	0	90	0	0	0	0
ASV_3861	0	0	19	0	0	0	0	0	0	42	26	27
ASV_3862	0	0	18	0	0	0	12	15	14	34	19	2
ASV_3863	0	0	17	31	32	0	0	34	0	0	0	0
ASV_3864	0	0	12	31	59	12	0	0	0	0	0	0
ASV_3865	0	0	10	0	0	0	0	0	0	30	37	37
ASV_3866	0	0	0	62	52	0	0	0	0	0	0	0
ASV_3867	0	0	0	0	24	0	0	26	0	29	0	35
ASV_3868	0	0	0	0	0	0	0	40	0	40	34	0
ASV_3869	0	0	0	0	0	0	0	0	0	56	24	34
ASV_3870	32	17	11	3	24	0	0	6	0	0	11	9
ASV_3871	29	18	20	0	0	0	0	15	10	0	9	12
ASV_3872	28	0	25	0	0	0	0	0	0	28	32	0
ASV_3873	28	15	0	0	0	0	2	17	10	11	14	16
ASV_3874	28	10	40	0	0	2	6	0	4	0	0	23
ASV_3875	28	8	26	0	0	0	0	0	0	22	15	14
ASV_3876	22	21	14	0	0	0	0	0	0	26	15	15
ASV_3877	19	0	12	16	0	0	0	11	0	15	24	16
ASV_3878	17	9	19	0	0	0	33	14	0	11	2	8
ASV_3879	12	16	17	19	23	0	13	13	0	0	0	0
ASV_3880	12	10	17	0	0	0	0	0	0	19	39	16
ASV_3881	10	9	21	0	0	0	0	16	0	17	20	20
ASV_3882	10	14	7	0	0	0	9	7	16	10	23	17
ASV_3883	0	18	31	27	8	0	0	8	0	9	9	3
ASV_3884	0	11	21	0	0	0	0	18	0	20	25	18
ASV_3885	0	5	18	20	19	0	0	32	0	0	4	15
ASV_3886	0	0	113	0	0	0	0	0	0	0	0	0
ASV_3887	0	0	113	0	0	0	0	0	0	0	0	0
ASV_3888	0	0	64	27	0	0	0	0	0	22	0	0
ASV_3889	0	0	32	0	19	24	18	0	20	0	0	0
ASV_3890	0	0	31	37	31	0	0	0	0	0	14	0
ASV_3891	0	0	23	0	20	0	0	11	0	0	30	29
ASV_3892	0	0	19	24	36	0	0	13	0	0	0	21
ASV_3893	0	0	16	0	37	0	0	0	0	17	24	19
ASV_3894	0	0	15	28	37	33	0	0	0	0	0	0
ASV_3895	0	0	13	12	14	0	0	0	0	35	39	0
ASV_3896	0	0	12	39	0	0	0	0	0	41	6	15
ASV_3897	0	0	0	64	0	0	0	0	0	34	15	0
ASV_3898	0	0	0	38	32	43	0	0	0	0	0	0
ASV_3899	0	0	0	0	22	0	42	49	0	0	0	0
ASV_3900	0	0	0	0	0	15	31	20	47	0	0	0
ASV_3901	0	0	0	0	0	9	35	41	28	0	0	0
ASV_3902	0	0	0	0	0	0	50	63	0	0	0	0
ASV_3903	0	0	0	0	0	0	19	58	36	0	0	0
ASV_3904	0	0	0	0	0	0	0	16	0	35	37	25
ASV_3905	0	0	0	0	0	0	0	0	0	44	38	31
ASV_3906	0	0	0	0	0	0	0	0	0	40	36	37
ASV_3907	0	0	0	0	0	0	0	0	0	39	40	34
ASV_3908	0	0	0	0	0	0	0	0	0	30	41	42
ASV_3909	44	0	1	21	0	8	0	37	0	0	0	1
ASV_3910	33	20	40	0	0	0	0	0	0	19	0	0
ASV_3911	27	0	18	0	0	0	0	0	0	20	27	20
ASV_3912	26	25	1	19	14	6	0	0	0	1	0	20
ASV_3913	26	0	24	0	0	0	0	0	0	36	26	0
ASV_3914	20	0	0	0	0	0	0	0	0	36	29	27
ASV_3915	18	6	29	0	15	0	0	0	0	20	11	13
ASV_3916	18	0	22	21	26	0	0	0	0	12	13	0
ASV_3917	17	0	39	0	9	0	0	0	0	18	13	16
ASV_3918	16	13	23	10	0	0	14	11	0	7	18	0
ASV_3919	15	17	20	0	0	0	0	0	0	20	12	28
ASV_3920	15	0	13	6	8	6	10	0	12	15	10	17
ASV_3921	14	7	8	15	9	3	0	0	0	35	21	0
ASV_3922	13	7	48	0	19	0	0	0	0	14	11	0
ASV_3923	11	9	17	16	9	14	7	12	0	11	6	0
ASV_3924	9	6	13	35	22	4	0	0	0	11	7	5
ASV_3925	1	3	32	2	1	14	0	6	12	23	1	17
ASV_3926	0	21	37	0	0	5	0	0	0	30	19	0
ASV_3927	0	7	59	0	0	0	0	0	0	19	16	11
ASV_3928	0	6	32	0	0	0	0	0	0	38	18	18
ASV_3929	0	0	75	0	0	0	0	0	37	0	0	0
ASV_3930	0	0	42	0	0	0	0	0	0	29	26	15
ASV_3931	0	0	23	0	13	0	0	0	0	29	21	26
ASV_3932	0	0	22	0	0	0	0	0	0	70	0	20
ASV_3933	0	0	22	47	23	20	0	0	0	0	0	0
ASV_3934	0	0	15	20	20	0	0	11	0	20	11	15
ASV_3935	0	0	13	34	22	10	0	0	0	11	10	12
ASV_3936	0	0	0	41	64	7	0	0	0	0	0	0
ASV_3937	0	0	0	41	34	37	0	0	0	0	0	0
ASV_3938	0	0	0	39	47	26	0	0	0	0	0	0
ASV_3939	0	0	0	36	37	39	0	0	0	0	0	0
ASV_3940	0	0	0	17	39	0	0	0	0	0	31	25
ASV_3941	0	0	0	0	112	0	0	0	0	0	0	0
ASV_3942	0	0	0	0	0	0	0	38	0	30	23	21
ASV_3943	0	0	0	0	0	0	0	0	36	76	0	0
ASV_3944	0	0	0	0	0	0	0	0	0	35	36	41
ASV_3945	58	31	22	0	0	0	0	0	0	0	0	0
ASV_3946	33	0	0	0	0	0	0	0	0	30	31	17
ASV_3947	33	30	23	0	0	0	0	0	0	12	13	0
ASV_3948	26	14	36	0	0	0	0	14	0	4	10	7
ASV_3949	24	15	13	18	15	0	0	26	0	0	0	0
ASV_3950	22	13	21	0	0	0	0	0	0	12	23	20
ASV_3951	18	0	49	0	0	0	0	32	0	0	0	12
ASV_3952	16	11	29	0	0	0	0	0	0	25	12	18
ASV_3953	15	7	24	0	0	0	0	0	0	17	26	22
ASV_3954	12	7	14	0	0	0	14	21	14	8	15	6
ASV_3955	0	23	23	45	0	0	0	0	0	0	0	20
ASV_3956	0	11	0	44	36	20	0	0	0	0	0	0
ASV_3957	0	6	24	23	18	0	0	0	0	13	12	15
ASV_3958	0	0	48	0	0	0	0	0	0	21	21	21
ASV_3959	0	0	43	26	0	0	15	27	0	0	0	0
ASV_3960	0	0	9	0	0	0	11	18	0	19	23	31
ASV_3961	0	0	8	45	37	0	0	6	0	0	7	8
ASV_3962	0	0	0	69	42	0	0	0	0	0	0	0
ASV_3963	0	0	0	49	26	15	0	6	15	0	0	0
ASV_3964	0	0	0	48	36	27	0	0	0	0	0	0
ASV_3965	0	0	0	43	48	20	0	0	0	0	0	0
ASV_3966	0	0	0	42	28	41	0	0	0	0	0	0
ASV_3967	0	0	0	27	17	0	26	41	0	0	0	0
ASV_3968	0	0	0	25	41	0	0	45	0	0	0	0
ASV_3969	0	0	0	21	16	0	0	0	0	0	38	36
ASV_3970	0	0	0	0	0	0	23	30	0	0	0	58
ASV_3971	0	0	0	0	0	0	17	94	0	0	0	0
ASV_3972	0	0	0	0	0	0	0	0	0	57	54	0
ASV_3973	0	0	0	0	0	0	0	0	0	31	37	43
ASV_3974	46	0	0	34	0	0	0	0	0	0	30	0
ASV_3975	27	11	12	0	0	0	0	0	0	24	24	12
ASV_3976	27	29	23	10	4	0	0	0	0	1	15	1
ASV_3977	23	0	15	13	0	0	8	10	13	6	13	9
ASV_3978	22	0	31	0	0	0	0	0	0	11	30	16
ASV_3979	21	0	15	14	10	0	0	0	0	0	31	19
ASV_3980	19	15	34	0	0	0	0	0	0	22	20	0
ASV_3981	19	13	25	0	0	0	9	0	9	9	14	12
ASV_3982	15	6	15	0	0	0	6	12	12	19	13	12
ASV_3983	13	11	30	0	16	0	0	14	0	0	26	0
ASV_3984	6	0	6	13	3	0	0	10	0	28	18	26
ASV_3985	0	14	23	0	0	0	0	0	0	24	30	19
ASV_3986	0	8	21	54	27	0	0	0	0	0	0	0
ASV_3987	0	7	0	56	28	0	0	0	0	0	19	0
ASV_3988	0	6	0	0	0	0	11	13	18	26	22	14
ASV_3989	0	0	43	0	0	0	0	0	0	13	22	32
ASV_3990	0	0	31	43	0	13	0	0	0	23	0	0
ASV_3991	0	0	24	0	0	0	7	17	16	24	7	15
ASV_3992	0	0	22	0	0	0	0	0	0	44	17	27
ASV_3993	0	0	22	12	0	0	6	10	3	13	26	18
ASV_3994	0	0	7	0	0	0	18	16	20	17	13	19
ASV_3995	0	0	0	30	23	11	0	0	0	0	29	17
ASV_3996	0	0	0	0	0	0	0	0	0	33	32	45
ASV_3997	0	0	0	0	0	0	0	0	0	32	41	37
ASV_3998	0	0	0	0	0	0	0	0	0	27	43	40
ASV_3999	34	26	18	0	0	0	0	0	10	0	11	10
ASV_4000	24	8	11	0	10	0	0	13	0	18	10	15
ASV_4001	22	13	20	0	0	0	0	0	0	23	18	13
ASV_4002	13	0	21	18	5	5	0	5	0	25	17	0
ASV_4003	12	0	0	53	44	0	0	0	0	0	0	0
ASV_4004	10	7	11	20	21	12	0	6	0	0	15	7
ASV_4005	10	13	20	12	19	0	0	0	0	23	0	12
ASV_4006	0	17	0	35	0	38	0	0	0	19	0	0
ASV_4007	0	0	38	0	0	0	0	0	0	41	30	0
ASV_4008	0	0	37	72	0	0	0	0	0	0	0	0
ASV_4009	0	0	31	34	28	0	0	0	0	16	0	0
ASV_4010	0	0	23	16	7	0	0	9	0	30	0	24
ASV_4011	0	0	21	29	12	0	0	0	0	10	24	13
ASV_4012	0	0	21	60	28	0	0	0	0	0	0	0
ASV_4013	0	0	19	0	0	0	0	27	0	33	0	30
ASV_4014	0	0	16	0	0	0	0	30	0	18	20	25
ASV_4015	0	0	16	8	13	0	0	17	0	25	16	14
ASV_4016	0	0	10	39	33	27	0	0	0	0	0	0
ASV_4017	0	0	9	57	29	14	0	0	0	0	0	0
ASV_4018	0	0	9	0	0	0	0	4	0	29	28	39
ASV_4019	0	0	0	68	41	0	0	0	0	0	0	0
ASV_4020	0	0	0	66	43	0	0	0	0	0	0	0
ASV_4021	0	0	0	0	0	0	102	0	5	0	0	2
ASV_4022	0	0	0	0	0	0	48	30	31	0	0	0
ASV_4023	0	0	0	0	0	0	0	0	0	39	32	38
ASV_4024	0	0	0	0	0	0	0	0	0	33	51	25
ASV_4025	38	0	0	0	0	0	0	10	0	24	36	0
ASV_4026	30	22	0	0	0	0	0	18	0	16	11	11
ASV_4027	27	15	0	0	0	0	0	0	0	32	23	11
ASV_4028	26	16	27	0	0	0	0	22	0	0	0	17
ASV_4029	22	0	36	0	18	0	0	0	0	32	0	0
ASV_4030	20	11	0	0	0	0	59	18	0	0	0	0
ASV_4031	17	0	10	0	9	0	0	0	0	35	15	22
ASV_4032	15	0	0	0	0	18	9	24	0	0	0	42
ASV_4033	14	12	12	0	7	5	0	7	0	16	18	17
ASV_4034	14	6	12	0	0	0	0	0	0	22	36	18
ASV_4035	11	0	16	27	26	0	0	0	0	18	10	0
ASV_4036	10	15	11	0	0	0	28	19	21	4	0	0
ASV_4037	8	0	32	0	0	0	0	0	0	24	26	18
ASV_4038	0	26	10	0	19	0	0	29	0	6	6	12
ASV_4039	0	15	38	0	0	0	0	38	0	0	0	17
ASV_4040	0	14	22	20	0	0	0	0	0	29	23	0
ASV_4041	0	11	18	0	0	0	0	0	0	30	35	14
ASV_4042	0	9	0	40	21	7	0	0	0	8	15	8
ASV_4043	0	0	36	36	36	0	0	0	0	0	0	0
ASV_4044	0	0	28	19	0	0	0	0	0	18	24	19
ASV_4045	0	0	22	49	26	0	0	0	0	0	0	11
ASV_4046	0	0	21	0	0	0	0	34	0	28	25	0
ASV_4047	0	0	18	36	16	0	0	0	0	16	0	22
ASV_4048	0	0	15	0	25	24	14	11	0	10	9	0
ASV_4049	0	0	11	12	0	0	0	0	0	25	37	23
ASV_4050	0	0	8	0	0	9	14	11	14	15	22	15
ASV_4051	0	0	4	0	21	0	9	14	0	24	15	21
ASV_4052	0	0	0	65	43	0	0	0	0	0	0	0
ASV_4053	0	0	0	32	39	0	0	37	0	0	0	0
ASV_4054	0	0	0	31	43	34	0	0	0	0	0	0
ASV_4055	0	0	0	30	20	0	0	0	0	31	0	27
ASV_4056	0	0	0	0	0	0	48	34	0	26	0	0
ASV_4057	0	0	0	0	0	0	38	39	31	0	0	0
ASV_4058	0	0	0	0	0	0	29	37	38	0	0	4
ASV_4059	0	0	0	0	0	0	27	60	21	0	0	0
ASV_4060	0	0	0	0	0	0	0	65	43	0	0	0
ASV_4061	0	0	0	0	0	0	0	54	17	13	0	24
ASV_4062	0	0	0	0	0	0	0	14	0	38	34	22
ASV_4063	0	0	0	0	0	0	0	0	0	37	27	44
ASV_4064	0	0	0	0	0	0	0	0	0	26	45	37
ASV_4065	85	22	0	0	0	0	0	0	0	0	0	0
ASV_4066	48	0	0	16	30	13	0	0	0	0	0	0
ASV_4067	39	0	31	13	11	0	0	13	0	0	0	0
ASV_4068	35	0	28	0	0	22	0	0	0	0	14	8
ASV_4069	27	0	39	0	0	0	0	0	0	15	26	0
ASV_4070	21	3	12	31	0	0	0	0	0	17	13	10
ASV_4071	20	0	17	0	0	29	0	0	0	16	7	18
ASV_4072	13	9	24	0	0	0	0	23	0	11	13	14
ASV_4073	12	0	17	0	0	0	9	18	0	17	20	14
ASV_4074	9	8	17	27	18	19	0	9	0	0	0	0
ASV_4075	8	0	16	23	30	4	0	0	0	9	8	9
ASV_4076	3	0	0	9	6	0	23	17	32	5	6	6
ASV_4077	0	24	11	0	0	0	0	24	0	23	16	9
ASV_4078	0	24	41	0	42	0	0	0	0	0	0	0
ASV_4079	0	19	0	0	0	0	0	10	0	39	23	16
ASV_4080	0	16	33	0	0	0	0	36	0	13	0	9
ASV_4081	0	13	10	0	0	0	0	0	0	25	32	27
ASV_4082	0	12	0	0	0	0	15	23	6	22	18	11
ASV_4083	0	0	42	0	0	0	0	0	0	0	34	31
ASV_4084	0	0	28	0	8	0	0	18	0	22	21	10
ASV_4085	0	0	18	0	26	0	0	20	29	0	14	0
ASV_4086	0	0	17	0	0	0	18	18	20	8	7	19
ASV_4087	0	0	6	42	50	0	0	0	9	0	0	0
ASV_4088	0	0	0	40	43	0	0	0	0	24	0	0
ASV_4089	0	0	0	22	30	28	0	0	0	0	14	13
ASV_4090	0	0	0	21	0	26	32	19	9	0	0	0
ASV_4091	0	0	0	0	0	0	39	36	32	0	0	0
ASV_4092	0	0	0	0	0	0	30	41	36	0	0	0
ASV_4093	0	0	0	0	0	0	0	0	0	52	55	0
ASV_4094	0	0	0	0	0	0	0	0	0	34	47	26
ASV_4095	0	0	0	0	0	0	0	0	0	29	47	31
ASV_4096	42	0	35	0	0	0	0	0	0	29	0	0
ASV_4097	39	14	53	0	0	0	0	0	0	0	0	0
ASV_4098	38	22	8	0	7	0	0	21	0	1	8	1
ASV_4099	32	28	46	0	0	0	0	0	0	0	0	0
ASV_4100	25	14	29	0	0	0	0	0	0	20	10	8
ASV_4101	17	14	15	0	0	0	0	0	29	17	14	0
ASV_4102	17	7	12	0	0	0	0	14	15	14	16	11
ASV_4103	15	0	16	0	0	0	0	0	0	26	27	22
ASV_4104	14	0	0	0	0	0	19	41	32	0	0	0
ASV_4105	11	0	0	34	42	13	0	0	0	0	6	0
ASV_4106	0	28	21	0	57	0	0	0	0	0	0	0
ASV_4107	0	15	23	0	34	0	0	0	0	0	14	20
ASV_4108	0	13	20	0	36	0	0	0	0	17	1	19
ASV_4109	0	12	0	0	9	0	0	0	0	21	34	30
ASV_4110	0	0	23	0	0	0	0	0	0	31	22	30
ASV_4111	0	0	7	44	48	7	0	0	0	0	0	0
ASV_4112	0	0	4	44	24	34	0	0	0	0	0	0
ASV_4113	0	0	0	51	35	20	0	0	0	0	0	0
ASV_4114	0	0	0	0	106	0	0	0	0	0	0	0
ASV_4115	0	0	0	0	0	0	32	49	25	0	0	0
ASV_4116	0	0	0	0	0	0	20	43	43	0	0	0
ASV_4117	0	0	0	0	0	0	0	0	0	50	39	17
ASV_4118	0	0	0	0	0	0	0	0	0	46	34	26
ASV_4119	0	0	0	0	0	0	0	0	0	30	26	50
ASV_4120	24	9	6	0	0	22	0	11	0	12	5	16
ASV_4121	23	18	26	22	0	6	10	0	0	0	0	0
ASV_4122	21	12	16	0	0	0	0	0	0	23	15	18
ASV_4123	19	0	0	0	19	31	0	0	0	14	12	10
ASV_4124	17	6	13	0	0	0	0	9	7	23	15	15
ASV_4125	16	14	12	26	24	13	0	0	0	0	0	0
ASV_4126	15	0	0	30	18	0	0	0	0	16	17	9
ASV_4127	8	5	10	8	2	0	0	8	0	25	18	21
ASV_4128	8	10	23	31	20	0	0	0	0	0	0	13
ASV_4129	0	32	0	73	0	0	0	0	0	0	0	0
ASV_4130	0	25	0	0	0	0	0	27	0	53	0	0
ASV_4131	0	11	21	21	36	0	0	0	0	0	0	16
ASV_4132	0	10	14	0	0	0	0	0	0	24	35	22
ASV_4133	0	0	38	16	12	0	0	0	0	19	0	20
ASV_4134	0	0	35	0	0	0	0	0	0	37	33	0
ASV_4135	0	0	32	0	0	0	0	0	0	31	24	18
ASV_4136	0	0	23	0	0	0	0	0	0	15	35	32
ASV_4137	0	0	4	5	3	23	0	0	0	26	20	24
ASV_4138	0	0	0	60	45	0	0	0	0	0	0	0
ASV_4139	0	0	0	53	0	44	0	0	8	0	0	0
ASV_4140	0	0	0	38	49	0	0	0	0	18	0	0
ASV_4141	0	0	0	26	36	27	16	0	0	0	0	0
ASV_4142	0	0	0	0	0	23	14	0	0	35	0	33
ASV_4143	0	0	0	0	0	0	37	44	24	0	0	0
ASV_4144	0	0	0	0	0	0	0	0	0	58	47	0
ASV_4145	0	0	0	0	0	0	0	0	0	51	54	0
ASV_4146	0	0	0	0	0	0	0	0	0	44	23	38
ASV_4147	56	20	28	0	0	0	0	0	0	0	0	0
ASV_4148	44	34	26	0	0	0	0	0	0	0	0	0
ASV_4149	25	10	15	0	17	0	0	0	0	21	0	16
ASV_4150	24	16	26	0	0	0	0	12	7	19	0	0
ASV_4151	24	15	27	0	0	0	0	0	0	0	19	19
ASV_4152	21	19	21	0	0	0	0	0	0	13	22	8
ASV_4153	21	14	31	0	0	0	0	0	12	12	0	14
ASV_4154	18	19	17	0	0	0	17	15	14	0	4	0
ASV_4155	16	15	22	0	12	0	0	0	0	23	16	0
ASV_4156	14	0	16	0	0	0	20	22	0	8	15	9
ASV_4157	14	12	32	0	0	0	0	35	0	0	0	11
ASV_4158	12	6	18	0	0	0	0	0	0	18	25	25
ASV_4159	0	18	0	10	0	7	14	15	16	16	0	8
ASV_4160	0	0	29	0	0	0	0	0	0	0	34	41
ASV_4161	0	0	25	23	0	0	0	0	0	24	0	32
ASV_4162	0	0	24	0	0	0	0	0	0	32	28	20
ASV_4163	0	0	23	9	0	0	0	0	20	25	27	0
ASV_4164	0	0	23	0	55	0	0	0	0	0	26	0
ASV_4165	0	0	19	0	0	0	0	0	0	26	33	26
ASV_4166	0	0	19	0	0	0	0	0	0	24	32	29
ASV_4167	0	0	17	0	12	0	0	18	0	23	8	26
ASV_4168	0	0	16	20	37	0	0	15	0	0	0	16
ASV_4169	0	0	16	0	0	0	0	0	0	25	31	32
ASV_4170	0	0	0	50	43	11	0	0	0	0	0	0
ASV_4171	0	0	0	28	0	0	0	0	0	27	21	28
ASV_4172	0	0	0	23	21	17	9	13	21	0	0	0
ASV_4173	0	0	0	23	25	17	9	19	11	0	0	0
ASV_4174	0	0	0	21	18	18	12	35	0	0	0	0
ASV_4175	0	0	0	21	32	0	0	0	22	15	0	14
ASV_4176	0	0	0	0	52	0	0	0	0	21	0	31
ASV_4177	0	0	0	0	0	0	40	17	47	0	0	0
ASV_4178	0	0	0	0	0	0	0	0	0	76	0	28
ASV_4179	0	0	0	0	0	0	0	0	0	51	0	53
ASV_4180	0	0	0	0	0	0	0	0	0	0	0	104
ASV_4181	32	13	27	9	7	0	0	0	0	15	0	0
ASV_4182	26	0	0	29	29	0	0	0	0	19	0	0
ASV_4183	21	18	11	0	0	0	0	0	0	20	18	15
ASV_4184	19	25	15	0	0	0	7	1	0	14	0	22
ASV_4185	16	8	16	0	0	0	17	0	0	17	13	16
ASV_4186	13	7	0	0	0	0	0	12	0	22	23	26
ASV_4187	9	7	6	22	0	0	0	0	0	28	15	16
ASV_4188	9	10	17	0	10	13	0	0	0	12	16	16
ASV_4189	0	20	1	0	11	0	0	13	0	21	16	21
ASV_4190	0	17	15	0	0	0	0	0	0	17	33	21
ASV_4191	0	17	19	0	21	0	0	0	0	16	15	15
ASV_4192	0	11	15	0	19	0	0	0	0	14	20	24
ASV_4193	0	0	46	0	10	0	8	39	0	0	0	0
ASV_4194	0	0	29	12	18	0	0	14	0	0	17	13
ASV_4195	0	0	20	0	0	0	0	0	0	83	0	0
ASV_4196	0	0	18	33	18	0	0	0	0	20	0	14
ASV_4197	0	0	18	0	14	0	0	26	0	21	18	6
ASV_4198	0	0	16	10	15	10	0	0	0	14	25	13
ASV_4199	0	0	3	0	0	0	9	18	0	29	27	17
ASV_4200	0	0	0	61	27	0	15	0	0	0	0	0
ASV_4201	0	0	0	53	37	13	0	0	0	0	0	0
ASV_4202	0	0	0	41	33	29	0	0	0	0	0	0
ASV_4203	0	0	0	33	43	13	0	5	0	0	9	0
ASV_4204	0	0	0	32	22	33	0	0	0	0	16	0
ASV_4205	0	0	0	30	50	0	0	0	0	23	0	0
ASV_4206	0	0	0	26	16	0	0	0	0	8	26	27
ASV_4207	0	0	0	0	0	0	0	63	40	0	0	0
ASV_4208	0	0	0	0	0	0	0	0	0	38	30	35
ASV_4209	0	0	0	0	0	0	0	0	0	34	38	31
ASV_4210	0	0	0	0	0	0	0	0	0	18	26	59
ASV_4211	31	19	0	0	0	0	0	27	0	0	0	25
ASV_4212	26	20	0	11	12	0	0	0	0	7	14	12
ASV_4213	26	16	0	0	0	0	0	0	0	0	16	44
ASV_4214	25	23	0	0	0	0	0	0	0	0	27	27
ASV_4215	23	26	0	0	0	0	14	18	21	0	0	0
ASV_4216	21	15	0	0	0	0	0	0	0	24	21	21
ASV_4217	19	10	16	19	15	0	0	0	0	23	0	0
ASV_4218	18	10	14	0	0	0	0	0	0	16	24	20
ASV_4219	18	9	12	22	0	0	0	0	0	16	9	16
ASV_4220	14	11	26	0	0	0	0	5	0	15	20	11
ASV_4221	13	0	7	40	42	0	0	0	0	0	0	0
ASV_4222	9	0	0	0	10	10	20	0	24	13	0	16
ASV_4223	5	2	3	1	0	0	0	55	35	1	0	0
ASV_4224	0	18	0	0	0	0	20	18	27	0	19	0
ASV_4225	0	10	12	0	0	0	0	0	0	20	29	31
ASV_4226	0	10	14	0	0	0	0	14	19	14	17	14
ASV_4227	0	0	31	0	0	0	0	0	0	0	41	30
ASV_4228	0	0	22	0	0	0	0	0	0	22	36	22
ASV_4229	0	0	20	29	0	0	0	0	0	13	18	22
ASV_4230	0	0	18	0	38	0	0	0	0	21	0	25
ASV_4231	0	0	0	48	24	0	0	30	0	0	0	0
ASV_4232	0	0	0	42	11	0	0	0	0	17	22	10
ASV_4233	0	0	0	37	37	28	0	0	0	0	0	0
ASV_4234	0	0	0	33	69	0	0	0	0	0	0	0
ASV_4235	0	0	0	27	28	0	0	32	0	7	2	6
ASV_4236	0	0	0	26	26	37	3	3	7	0	0	0
ASV_4237	0	0	0	25	19	29	0	17	12	0	0	0
ASV_4238	0	0	0	0	0	0	23	41	38	0	0	0
ASV_4239	0	0	0	0	0	0	0	0	0	67	0	35
ASV_4240	0	0	0	0	0	0	0	0	0	39	35	28
ASV_4241	0	0	0	0	0	0	0	0	0	34	42	26
ASV_4242	29	0	46	0	0	0	0	0	0	23	3	0
ASV_4243	26	25	33	0	0	0	3	5	4	5	0	0
ASV_4244	24	17	22	0	0	0	0	0	0	19	6	13
ASV_4245	20	0	22	22	13	0	0	0	0	0	0	24
ASV_4246	18	0	25	0	0	0	37	21	0	0	0	0
ASV_4247	16	8	11	13	19	0	0	8	8	0	9	9
ASV_4248	15	0	19	0	0	0	0	0	0	24	16	27
ASV_4249	12	10	10	0	0	0	0	0	0	32	21	16
ASV_4250	12	11	14	0	0	0	0	0	0	22	21	21
ASV_4251	12	0	23	39	0	0	0	0	0	8	19	0
ASV_4252	12	20	12	14	4	0	0	0	0	16	17	6
ASV_4253	9	19	8	0	0	0	20	6	8	6	20	5
ASV_4254	0	21	22	0	37	0	0	0	0	0	21	0
ASV_4255	0	9	19	0	0	0	0	9	0	23	17	24
ASV_4256	0	0	32	0	26	13	0	30	0	0	0	0
ASV_4257	0	0	25	0	0	0	0	0	0	34	18	24
ASV_4258	0	0	20	0	0	0	0	0	0	28	25	28
ASV_4259	0	0	19	0	0	0	0	0	0	40	25	17
ASV_4260	0	0	17	0	5	0	0	0	0	21	20	38
ASV_4261	0	0	13	52	18	18	0	0	0	0	0	0
ASV_4262	0	0	10	20	24	0	0	0	0	27	20	0
ASV_4263	0	0	0	50	51	0	0	0	0	0	0	0
ASV_4264	0	0	0	29	23	18	0	14	17	0	0	0
ASV_4265	0	0	0	15	16	0	0	11	0	26	21	12
ASV_4266	0	0	0	0	19	30	0	15	0	19	0	18
ASV_4267	0	0	0	0	2	0	27	23	49	0	0	0
ASV_4268	0	0	0	0	0	17	26	26	32	0	0	0
ASV_4269	0	0	0	0	0	0	0	0	0	34	37	30
ASV_4270	39	36	0	0	25	0	0	0	0	0	0	0
ASV_4271	35	22	15	7	0	0	0	0	0	0	21	0
ASV_4272	30	18	52	0	0	0	0	0	0	0	0	0
ASV_4273	30	0	28	0	0	0	0	0	0	17	12	13
ASV_4274	25	18	1	0	12	11	0	0	0	13	10	10
ASV_4275	24	10	23	0	0	0	0	12	0	0	12	19
ASV_4276	24	14	29	0	0	0	0	0	0	18	15	0
ASV_4277	18	7	13	0	0	0	11	13	0	14	11	13
ASV_4278	16	11	21	0	6	9	0	0	0	12	17	8
ASV_4279	15	11	10	0	0	14	0	0	0	20	11	19
ASV_4280	15	14	15	0	0	0	27	11	0	2	12	4
ASV_4281	10	0	17	0	13	14	0	0	0	25	12	9
ASV_4282	10	0	25	0	0	0	0	8	0	22	15	20
ASV_4283	9	6	22	0	0	0	0	11	0	23	7	22
ASV_4284	8	0	0	37	14	0	0	0	0	26	15	0
ASV_4285	0	15	0	34	34	17	0	0	0	0	0	0
ASV_4286	0	9	19	0	17	0	0	9	0	19	17	10
ASV_4287	0	6	11	0	0	0	0	19	0	24	14	26
ASV_4288	0	6	29	34	31	0	0	0	0	0	0	0
ASV_4289	0	5	6	19	19	0	0	0	0	17	18	16
ASV_4290	0	0	26	0	0	0	0	0	0	46	0	28
ASV_4291	0	0	26	0	22	0	0	0	0	0	32	20
ASV_4292	0	0	23	0	44	0	0	0	0	17	0	16
